FID,Latitude,Longitude,NAME,SUBSET,FEAT_TYPE,WATER,STATUS,Timemin
501,47.921251299999994,-122.207971, , , , , ,25.0
502,47.921251299999994,-122.197971, , , , , ,29.0
503,47.921251299999994,-122.18797099999999, , , , , ,31.0
504,47.921251299999994,-122.177971, , , , , ,33.0
505,47.921251299999994,-122.167971, , , , , ,35.0
506,47.921251299999994,-122.15797099999999, , , , , ,36.0
507,47.921251299999994,-122.147971, , , , , ,37.0
508,47.921251299999994,-122.137971, , , , , ,40.0
509,47.921251299999994,-122.117971, , , , , ,37.0
510,47.921251299999994,-122.10797099999999, , , , , ,38.0
511,47.921251299999994,-122.097971, , , , , ,37.0
512,47.921251299999994,-122.087971, , , , , ,38.0
513,47.921251299999994,-122.07797099999999, , , , , ,40.0
514,47.921251299999994,-122.067971, , , , , ,41.0
515,47.921251299999994,-122.057971, , , , , ,41.0
516,47.921251299999994,-122.04797099999999, , , , , ,42.0
517,47.921251299999994,-122.037971, , , , , ,46.0
518,47.921251299999994,-122.027971, , , , , ,48.0
519,47.921251299999994,-122.017971, , , , , ,47.0
520,47.921251299999994,-122.007971, , , , , ,48.0
521,47.921251299999994,-121.99797099999999, , , , , ,47.0
522,47.921251299999994,-121.987971, , , , , ,48.0
523,47.921251299999994,-121.977971, , , , , ,50.0
524,47.921251299999994,-121.96797099999999, , , , , ,52.0
525,47.921251299999994,-121.957971, , , , , ,52.0
526,47.921251299999994,-121.947971, , , , , ,51.0
527,47.911251299999996,-122.68797099999999, , , , , ,86.0
528,47.911251299999996,-122.677971, , , , , ,88.0
529,47.911251299999996,-122.667971, , , , , ,83.0
530,47.911251299999996,-122.65797099999999, , , , , ,82.0
531,47.911251299999996,-122.57797099999999, , , , , ,75.0
532,47.911251299999996,-122.567971, , , , , ,76.0
